coal_rate_lb_hr,air_scfh,excess_air_ratio,nox_efficiency,air_temp_F,air_humidity_pct,operating_hours,coal_carbon_pct,coal_volatile_matter_pct,coal_fixed_carbon_pct,coal_sulfur_pct,coal_ash_pct,thermal_nox_lb_hr,fuel_nox_lb_hr,total_nox_lb_hr,excess_o2_pct,combustion_efficiency,flame_temp_F,heat_release_btu_hr,fouling_furnace_walls_avg_gas,fouling_furnace_walls_max_gas,fouling_furnace_walls_std_gas,fouling_furnace_walls_range_gas,fouling_furnace_walls_segments,fouling_furnace_walls_above_threshold,fouling_generating_bank_avg_gas,fouling_generating_bank_max_gas,fouling_generating_bank_std_gas,fouling_generating_bank_range_gas,fouling_generating_bank_segments,fouling_generating_bank_above_threshold,fouling_superheater_primary_avg_gas,fouling_superheater_primary_max_gas,fouling_superheater_primary_std_gas,fouling_superheater_primary_range_gas,fouling_superheater_primary_segments,fouling_superheater_primary_above_threshold,fouling_superheater_secondary_avg_gas,fouling_superheater_secondary_max_gas,fouling_superheater_secondary_std_gas,fouling_superheater_secondary_range_gas,fouling_superheater_secondary_segments,fouling_superheater_secondary_above_threshold,fouling_economizer_primary_avg_gas,fouling_economizer_primary_max_gas,fouling_economizer_primary_std_gas,fouling_economizer_primary_range_gas,fouling_economizer_primary_segments,fouling_economizer_primary_above_threshold,fouling_economizer_secondary_avg_gas,fouling_economizer_secondary_max_gas,fouling_economizer_secondary_std_gas,fouling_economizer_secondary_range_gas,fouling_economizer_secondary_segments,fouling_economizer_secondary_above_threshold,fouling_air_heater_avg_gas,fouling_air_heater_max_gas,fouling_air_heater_std_gas,fouling_air_heater_range_gas,fouling_air_heater_segments,fouling_air_heater_above_threshold,clean_all_sections,clean_worst_only,selective_cleaning,economizer_priority,no_cleaning,sections_to_clean_count,total_segments_to_clean,cleaning_effectiveness,season_code,fuel_quality_code,is_winter,is_high_load,is_low_nox,efficiency_gain,heat_transfer_gain,fuel_savings_per_hour,cleaning_cost,cleaning_time,payback_hours,roi_24hr,performance_score
8374.109040505115,957230.7304775915,11.430836711673063,0.48733550390775154,70.98988612091776,34.29752560921525,679.0713303519168,69.52715909745004,32.76165850361051,51.89991958947211,0.8942186177629439,8.863195385225715,25.122327121515344,28.567004543231125,40.81000649033018,2.7446693693384505,0.9731383265766539,3131.383265766539,97789997.49897091,0.0006622392437726113,0.000881739397112054,0.00012950623264109128,0.0003393239085440654,5,1,0.0024506645660350903,0.0030603872142000287,0.00035973953511406605,0.0009425664126221436,5,1,0.0018650382984883944,0.0023589136435020045,0.00029138902344238743,0.000763478794223952,5,1,0.0023903881803279386,0.002918560424300885,0.0003116243722926068,0.0008164981549340158,5,1,0.0036692368805620905,0.004574675013087141,0.0005342132096444567,0.0013997111227440706,5,1,0.00481119621886315,0.005908696985560426,0.0006475311632054266,0.0016966195427201708,5,1,0.0069227356989567555,0.008171142821074773,0.0007365666981461728,0.0019299047298441622,5,0,1,0,0,0,0,7,35,0.9,1,1,0,0,1,0.0,0.0,0.0,8750,15.75,9999,0.0,0
8374.109040505115,957230.7304775915,11.430836711673063,0.48733550390775154,70.98988612091776,34.29752560921525,679.0713303519168,69.52715909745004,32.76165850361051,51.89991958947211,0.8942186177629439,8.863195385225715,25.122327121515344,28.567004543231125,40.81000649033018,2.7446693693384505,0.9731383265766539,3131.383265766539,97789997.49897091,0.0006622392437726113,0.000881739397112054,0.00012950623264109128,0.0003393239085440654,5,1,0.0024506645660350903,0.0030603872142000287,0.00035973953511406605,0.0009425664126221436,5,1,0.0018650382984883944,0.0023589136435020045,0.00029138902344238743,0.000763478794223952,5,1,0.0023903881803279386,0.002918560424300885,0.0003116243722926068,0.0008164981549340158,5,1,0.0036692368805620905,0.004574675013087141,0.0005342132096444567,0.0013997111227440706,5,1,0.00481119621886315,0.005908696985560426,0.0006475311632054266,0.0016966195427201708,5,1,0.0069227356989567555,0.008171142821074773,0.0007365666981461728,0.0019299047298441622,5,0,0,1,0,0,0,3,15,0.85,1,1,0,0,1,0.0,0.0,0.0,3750,6.75,9999,0.0,0
8374.109040505115,957230.7304775915,11.430836711673063,0.48733550390775154,70.98988612091776,34.29752560921525,679.0713303519168,69.52715909745004,32.76165850361051,51.89991958947211,0.8942186177629439,8.863195385225715,25.122327121515344,28.567004543231125,40.81000649033018,2.7446693693384505,0.9731383265766539,3131.383265766539,97789997.49897091,0.0006622392437726113,0.000881739397112054,0.00012950623264109128,0.0003393239085440654,5,1,0.0024506645660350903,0.0030603872142000287,0.00035973953511406605,0.0009425664126221436,5,1,0.0018650382984883944,0.0023589136435020045,0.00029138902344238743,0.000763478794223952,5,1,0.0023903881803279386,0.002918560424300885,0.0003116243722926068,0.0008164981549340158,5,1,0.0036692368805620905,0.004574675013087141,0.0005342132096444567,0.0013997111227440706,5,1,0.00481119621886315,0.005908696985560426,0.0006475311632054266,0.0016966195427201708,5,1,0.0069227356989567555,0.008171142821074773,0.0007365666981461728,0.0019299047298441622,5,0,0,0,1,0,0,7,19,0.8,1,1,0,0,1,0.0,0.0,0.0,6350,11.75,9999,0.0,0
8374.109040505115,957230.7304775915,11.430836711673063,0.48733550390775154,70.98988612091776,34.29752560921525,679.0713303519168,69.52715909745004,32.76165850361051,51.89991958947211,0.8942186177629439,8.863195385225715,25.122327121515344,28.567004543231125,40.81000649033018,2.7446693693384505,0.9731383265766539,3131.383265766539,97789997.49897091,0.0006622392437726113,0.000881739397112054,0.00012950623264109128,0.0003393239085440654,5,1,0.0024506645660350903,0.0030603872142000287,0.00035973953511406605,0.0009425664126221436,5,1,0.0018650382984883944,0.0023589136435020045,0.00029138902344238743,0.000763478794223952,5,1,0.0023903881803279386,0.002918560424300885,0.0003116243722926068,0.0008164981549340158,5,1,0.0036692368805620905,0.004574675013087141,0.0005342132096444567,0.0013997111227440706,5,1,0.00481119621886315,0.005908696985560426,0.0006475311632054266,0.0016966195427201708,5,1,0.0069227356989567555,0.008171142821074773,0.0007365666981461728,0.0019299047298441622,5,0,0,0,0,1,0,2,10,0.9,1,1,0,0,1,0.0,0.0,0.0,2500,4.5,9999,0.0,0
8374.109040505115,957230.7304775915,11.430836711673063,0.48733550390775154,70.98988612091776,34.29752560921525,679.0713303519168,69.52715909745004,32.76165850361051,51.89991958947211,0.8942186177629439,8.863195385225715,25.122327121515344,28.567004543231125,40.81000649033018,2.7446693693384505,0.9731383265766539,3131.383265766539,97789997.49897091,0.0006622392437726113,0.000881739397112054,0.00012950623264109128,0.0003393239085440654,5,1,0.0024506645660350903,0.0030603872142000287,0.00035973953511406605,0.0009425664126221436,5,1,0.0018650382984883944,0.0023589136435020045,0.00029138902344238743,0.000763478794223952,5,1,0.0023903881803279386,0.002918560424300885,0.0003116243722926068,0.0008164981549340158,5,1,0.0036692368805620905,0.004574675013087141,0.0005342132096444567,0.0013997111227440706,5,1,0.00481119621886315,0.005908696985560426,0.0006475311632054266,0.0016966195427201708,5,1,0.0069227356989567555,0.008171142821074773,0.0007365666981461728,0.0019299047298441622,5,0,0,0,0,0,1,0,0,0.0,1,1,0,0,1,0.0,0.0,0.0,0,0.0,9999,0.0,0
8374.109040505115,957230.7304775915,11.430836711673063,0.48733550390775154,70.98988612091776,34.29752560921525,679.0713303519168,69.52715909745004,32.76165850361051,51.89991958947211,0.8942186177629439,8.863195385225715,25.122327121515344,28.567004543231125,40.81000649033018,2.7446693693384505,0.9731383265766539,3131.383265766539,97789997.49897091,0.0006622392437726113,0.000881739397112054,0.00012950623264109128,0.0003393239085440654,5,1,0.0024506645660350903,0.0030603872142000287,0.00035973953511406605,0.0009425664126221436,5,1,0.0018650382984883944,0.0023589136435020045,0.00029138902344238743,0.000763478794223952,5,1,0.0023903881803279386,0.002918560424300885,0.0003116243722926068,0.0008164981549340158,5,1,0.0036692368805620905,0.004574675013087141,0.0005342132096444567,0.0013997111227440706,5,1,0.00481119621886315,0.005908696985560426,0.0006475311632054266,0.0016966195427201708,5,1,0.0069227356989567555,0.008171142821074773,0.0007365666981461728,0.0019299047298441622,5,0,0,0,0,0,0,3,7,0.911066838562139,1,1,0,0,1,0.0,0.0,0.0,2550,4.75,9999,0.0,0
8042.794654572648,1027416.1042306334,12.774366975122343,0.3382663360858012,80.39024830327475,79.18672769262733,943.8888720047461,72.28324885987915,24.408567248992753,47.66985893526784,2.474149080428021,11.452405312853546,24.128383963717944,19.044246757849297,27.20606679692757,3.819493580097873,0.9704512660497553,3104.512660497553,93661683.06129877,0.0005822417365274174,0.0006935099682998012,6.564883573084573e-05,0.00017200886071090833,5,0,0.0022284492681317793,0.002537527689721852,0.0001823578770301977,0.00047780239086372966,5,0,0.0016850439071866932,0.0019353974286745721,0.00014770988039442662,0.0003870199365996023,5,0,0.0021978941785190578,0.0024656333612213307,0.00015796751097732812,0.00041389632108552316,5,0,0.0033392471631756614,0.0037982286192369237,0.00027080144738982954,0.0007095365504326823,5,0,0.004411208682637165,0.004967549841499396,0.0003282441786543399,0.0008600443035550881,5,0,0.006467749876499682,0.007100587944705134,0.00037337775321922895,0.0009783003952934521,5,0,1,0,0,0,0,7,35,0.9,3,1,0,0,1,0.0,0.0,0.0,8750,15.75,9999,0.0,0
8042.794654572648,1027416.1042306334,12.774366975122343,0.3382663360858012,80.39024830327475,79.18672769262733,943.8888720047461,72.28324885987915,24.408567248992753,47.66985893526784,2.474149080428021,11.452405312853546,24.128383963717944,19.044246757849297,27.20606679692757,3.819493580097873,0.9704512660497553,3104.512660497553,93661683.06129877,0.0005822417365274174,0.0006935099682998012,6.564883573084573e-05,0.00017200886071090833,5,0,0.0022284492681317793,0.002537527689721852,0.0001823578770301977,0.00047780239086372966,5,0,0.0016850439071866932,0.0019353974286745721,0.00014770988039442662,0.0003870199365996023,5,0,0.0021978941785190578,0.0024656333612213307,0.00015796751097732812,0.00041389632108552316,5,0,0.0033392471631756614,0.0037982286192369237,0.00027080144738982954,0.0007095365504326823,5,0,0.004411208682637165,0.004967549841499396,0.0003282441786543399,0.0008600443035550881,5,0,0.006467749876499682,0.007100587944705134,0.00037337775321922895,0.0009783003952934521,5,0,0,1,0,0,0,3,15,0.85,3,1,0,0,1,0.0,0.0,0.0,3750,6.75,9999,0.0,0
8042.794654572648,1027416.1042306334,12.774366975122343,0.3382663360858012,80.39024830327475,79.18672769262733,943.8888720047461,72.28324885987915,24.408567248992753,47.66985893526784,2.474149080428021,11.452405312853546,24.128383963717944,19.044246757849297,27.20606679692757,3.819493580097873,0.9704512660497553,3104.512660497553,93661683.06129877,0.0005822417365274174,0.0006935099682998012,6.564883573084573e-05,0.00017200886071090833,5,0,0.0022284492681317793,0.002537527689721852,0.0001823578770301977,0.00047780239086372966,5,0,0.0016850439071866932,0.0019353974286745721,0.00014770988039442662,0.0003870199365996023,5,0,0.0021978941785190578,0.0024656333612213307,0.00015796751097732812,0.00041389632108552316,5,0,0.0033392471631756614,0.0037982286192369237,0.00027080144738982954,0.0007095365504326823,5,0,0.004411208682637165,0.004967549841499396,0.0003282441786543399,0.0008600443035550881,5,0,0.006467749876499682,0.007100587944705134,0.00037337775321922895,0.0009783003952934521,5,0,0,0,1,0,0,7,21,0.8,3,1,0,0,1,0.0,0.0,0.0,6650,12.25,9999,0.0,0
8042.794654572648,1027416.1042306334,12.774366975122343,0.3382663360858012,80.39024830327475,79.18672769262733,943.8888720047461,72.28324885987915,24.408567248992753,47.66985893526784,2.474149080428021,11.452405312853546,24.128383963717944,19.044246757849297,27.20606679692757,3.819493580097873,0.9704512660497553,3104.512660497553,93661683.06129877,0.0005822417365274174,0.0006935099682998012,6.564883573084573e-05,0.00017200886071090833,5,0,0.0022284492681317793,0.002537527689721852,0.0001823578770301977,0.00047780239086372966,5,0,0.0016850439071866932,0.0019353974286745721,0.00014770988039442662,0.0003870199365996023,5,0,0.0021978941785190578,0.0024656333612213307,0.00015796751097732812,0.00041389632108552316,5,0,0.0033392471631756614,0.0037982286192369237,0.00027080144738982954,0.0007095365504326823,5,0,0.004411208682637165,0.004967549841499396,0.0003282441786543399,0.0008600443035550881,5,0,0.006467749876499682,0.007100587944705134,0.00037337775321922895,0.0009783003952934521,5,0,0,0,0,1,0,2,10,0.9,3,1,0,0,1,0.0,0.0,0.0,2500,4.5,9999,0.0,0
